,e,trans,tof,cs,dcs,bs,dbs,co,dco,bo,dbo,bfit,dtrans
0,88416.04542506207,0.5714577759850833,11.8816,580.950002629154,6.195395775884464,187.84299696466923,0.1,1166.229542301598,12.07815122902894,478.3274396714537,0.1,316.06216157134855,0.04787542802949078
1,73637.28394957818,0.5389818505815388,12.7008,1814.8384052463966,10.950114411110132,180.492386138111,0.1,3491.4058051457805,20.89818688611757,459.1218472631639,0.1,303.00601445490406,0.017972029253437626
2,62276.564916614785,0.520194200345811,13.520000000000001,1959.65293884743,11.378611194110668,173.4454201890988,0.1,3874.4417045450923,22.014712044055674,440.70961473919067,0.1,290.48920104635664,0.016667686245148153
3,53355.68145269373,0.5312815417553841,14.3392,1707.4436071413368,10.621182243401725,166.6895559135595,0.1,3323.128704240516,20.388347384863945,423.05796935851873,0.1,278.4894421199991,0.018017640382630706
4,46222.88968789642,0.5029176604037359,15.1584,1241.4645056118254,9.056634265079058,160.21276825206868,0.1,2556.0932735254387,17.881205424738464,406.1354921825809,0.1,266.98537877809713,0.01972509631520669
5,40430.38313829291,0.49767377841357363,15.9776,706.6247050231199,6.832727251087777,154.00352888591945,0.1,1500.3205267057049,13.699366020946748,389.91206215130995,0.1,255.95653443324946,0.0299171263121971
6,35662.2450405502,0.5861987932989944,16.7968,202.0407178572494,3.653584261184601,148.05078571736192,0.1,466.4605480837336,7.638637540627871,374.3588024693417,0.1,245.38327836121124,0.32965736861702977
7,31690.43823874498,0.4977256984128898,17.616,1274.7519731317213,9.177249157680468,142.34394319748915,0.1,2634.612911279875,18.153770955529247,359.4480292069388,0.1,235.24679075930578,0.018871300120697553
8,29896.77968460223,0.46542174747474263,18.038400000000003,1678.2112889306457,59.565937921700616,139.49409232365883,0.1,3658.072658644814,121.00674995602499,352.00197123996827,0.1,230.18488867434962,0.02874794456934346
9,29793.003159201355,0.4475900797130325,18.064,1611.939077891923,58.37796844165862,139.32335835267747,0.1,3641.6549819334955,120.73490136841397,351.5558794614361,0.1,229.881631177047,0.02798932347720948
10,29689.766043405965,0.46541088519664503,18.0896,1646.780298519929,59.00550026375954,139.1528493154745,0.1,3590.457578380766,119.88320164964455,351.11037538732324,0.1,229.57877320688186,0.02903552789063404
11,29587.064605115727,0.41282813601273566,18.1152,1482.7146090138538,55.98909514292433,138.98256491571053,0.1,3605.6084402708457,120.13587442204219,350.66545824335736,0.1,229.2763142374965,0.02651750752792029
12,29484.89514519312,0.5328701054492873,18.140800000000002,1940.214646427005,64.04711250369068,138.81250485743658,0.1,3730.7863403314755,122.20349362286743,350.2211272562863,0.1,228.9742537432266,0.03151081572483192
13,29383.2539953772,0.485651048043026,18.166400000000003,1822.0794512720954,62.066652191292874,138.64266884509354,0.1,3816.1279418154572,123.59329090184065,349.7773816538767,0.1,228.67259119910042,0.028995482857459922
14,29282.13751974395,0.47421201072649816,18.192,1834.4355631518101,62.276743670586455,138.4730565835117,0.1,3925.714548885753,125.3553262983728,349.33422066491244,0.1,228.37132608083783,0.028048645047308633
15,29181.542113037292,0.4470774030419134,18.2176,1739.0816783904909,60.63657398496326,138.30366777791016,0.1,3929.4304936621247,125.4146407601753,348.89164351919334,0.1,228.07045786484932,0.02681674695654357
16,29081.46420108635,0.46103789615737617,18.2432,1732.828673497742,60.52746403393374,138.1345021338965,0.1,3807.371756838667,123.45141578226296,348.4496494475342,0.1,227.76998602823537,0.02790409263625962
17,28981.90024038817,0.46124196478090734,18.268800000000002,1681.0883139027053,59.616974196787105,137.96555935746608,0.1,3693.590106578345,121.59277836007479,348.00823768176303,0.1,227.4699100487852,0.028371099707436603
18,28882.846718107758,0.44991289649055166,18.2944,1693.651407517253,59.83932406393327,137.79683915500155,0.1,3805.691369889135,123.42417007901211,347.5674074547199,0.1,227.17022940497614,0.027398835827331672
19,28784.300150409028,0.4506657176755184,18.32,1679.9155583529327,59.59617566565231,137.62834123327252,0.1,3769.3693136152847,122.83376912299443,347.1271580002556,0.1,226.87094357597252,0.02757180620058207
20,28686.25708391523,0.4401539097952891,18.3456,1765.9846526463905,61.10378711733101,137.46006529943472,0.1,4046.5855267289335,127.27051306377219,346.68748855323,0.1,226.57205204162474,0.026081463591957486
21,28588.714094457162,0.5175015070970787,18.3712,1922.3856753152722,63.752163305847034,137.2920110610299,0.1,3795.6947086949904,123.26196027231924,346.24839834951155,0.1,226.27355428246878,0.03049352459129478
22,28491.667786864557,0.45355291746094256,18.396800000000002,1678.8248343793837,59.57682542753919,137.12417822598496,0.1,3744.9736816337786,122.43562934206295,345.80988662597497,0.1,225.97544977972464,0.027790112143402615
23,28395.114794340214,0.48104246392023803,18.4224,1725.3627429537012,60.39693132477148,136.95656650261168,0.1,3647.3801859611317,120.82977038832732,345.37195262050056,0.1,225.6777380152961,0.0294583479685361
24,28299.051779503112,0.5198219395589111,18.448,1788.8006361807006,61.497241522144044,136.78917559960607,0.1,3522.9679467285046,118.75113763566038,344.9345955719726,0.1,225.38041847176925,0.03183556951618917
25,28203.475432093535,0.4691153129326566,18.4736,1867.7346747154184,62.839432784974285,136.62200522604795,0.1,4034.662304699053,127.08287412340088,344.49781472027803,0.1,225.08349063241198,0.027387542440717148
26,28108.382470433455,0.4954417402709798,18.499200000000002,1815.8530854994608,61.960515111084824,136.4550550914003,0.1,3733.759920735457,122.25218436823435,344.06160930630534,0.1,224.78695398117287,0.029734805007284152
27,28013.7696403834,0.4288537440026556,18.524800000000003,1664.8908831871502,59.329071685921086,136.28832490550914,0.1,3908.0172883331925,125.07245400809379,343.6259785719431,0.1,224.49080800268058,0.026037665234678046
28,27919.633714925207,0.48685049174692097,18.5504,1770.4942751230471,61.18175476024547,136.1218143786025,0.1,3700.222471384227,121.70189793514,343.19092176007865,0.1,224.19505218224248,0.029477514216526612
29,27825.971494162008,0.5607046618893526,18.576,1919.065722115691,63.69708963832786,135.95552322129024,0.1,3522.880164723228,118.74965816180708,342.7564381145967,0.1,223.8996860058441,0.03372693780229835
30,27732.779805109625,0.4795753686231382,18.6016,1691.037179578864,59.79312387056967,135.7894511445635,0.1,3585.290848834484,119.79691361249793,342.3225268803782,0.1,223.60470896014834,0.02963933037835515
31,27640.055501279312,0.5015518430175685,18.627200000000002,1806.9363800169185,61.80820004242337,135.6235978597942,0.1,3674.172390773814,121.27274213155121,341.88918730329885,0.1,223.31012053249412,0.03025411106190667
32,27547.795462260492,0.5448568665929244,18.652800000000003,1956.309749093869,64.3122161159286,135.45796307873437,0.1,3683.346550989588,121.42405265907651,341.45641863022786,0.1,223.0159202108959,0.03219566537079901
33,27455.9965939294,0.505253807915633,18.6784,1931.793301725895,63.90796569556632,135.29254651351607,0.1,3896.664429182637,124.89065303588097,341.02422010902694,0.1,222.7221074840428,0.02948457922110763
34,27364.655827614573,0.48365505893830096,18.704,1868.0131169470842,62.844116667558644,135.12734787665033,0.1,3923.4885765580802,125.31978155225335,340.59259098854824,0.1,222.42868184129725,0.028411338269460452
35,27273.770120514102,0.49040298460024,18.7296,1874.6003793707848,62.95482423580527,134.9623668810271,0.1,3887.5257740455204,124.74411712133161,340.1615305186339,0.1,222.1356427726947,0.028848154654194966
36,27183.33645444387,0.5216822145146695,18.755200000000002,1923.057995965764,63.76331043141103,134.7976032399145,0.1,3767.6040667239645,122.80500339279769,339.7310379501141,0.1,221.8429897689423,0.030746689020877526
37,27093.351836672075,0.5590394266878044,18.780800000000003,2108.3167968950884,66.76403864646487,134.63305666695845,0.1,3869.792247877097,124.45927250155529,339.30111253480624,0.1,221.55072232141822,0.031989349253219494
38,27003.81329929333,0.4631268244792902,18.8064,1848.573324755075,62.51626254287905,134.46872687618213,0.1,4040.027694570649,127.16734496384078,338.8717535255132,0.1,221.25883992217078,0.027062837859984167
39,26914.717898394185,0.4718245804082671,18.832,1745.1192446848584,60.74173872373428,134.30461358198542,0.1,3752.4546458517543,122.55785711683902,338.4429601760223,0.1,220.9673420639173,0.02853244381560892
40,26826.062714470354,0.4599556482928681,18.8576,1774.6962791883739,61.254314617614064,134.14071649914456,0.1,3904.783764316689,125.02070033805138,338.0147317411042,0.1,220.67622824004366,0.027401376768083775
41,26737.844852635357,0.433744247595754,18.883200000000002,1705.3064454099906,60.04486631383768,133.9770353428115,0.1,3960.296576079943,125.90624971775992,337.58706747651104,0.1,220.38549794460303,0.026027754337216
42,26650.061440742887,0.4473080490175913,18.908800000000003,1761.5970204263738,61.027832980992834,133.81356982851344,0.1,3976.2258277897204,126.15920800116977,337.1599666389757,0.1,220.09515067231519,0.026572700276142204
43,26562.709630847185,0.527525305583591,18.9344,1924.8979980481784,63.79380784056317,133.65031967215245,0.1,3732.3007300290305,122.22829334584983,336.73342848621,0.1,219.80518591856563,0.031139399305303087
44,26475.786598159913,0.45825232252913684,18.96,1776.3908232178364,61.28355155483052,133.48728459000475,0.1,3921.4579422089478,125.28734720416082,336.3074522769041,0.1,219.51560317940456,0.027250584578367286
45,26389.289541050162,0.4174261194571331,18.9856,1636.6667354265585,58.82403255184411,133.3244642987205,0.1,3937.33915998971,125.54078677234497,335.8820372707244,0.1,219.22640195154617,0.02536622527505717
46,26303.215680418565,0.4773001709151698,19.011200000000002,1729.0630435902244,60.46166180169669,133.16185851532302,0.1,3679.057881665711,121.35334260331685,335.45718272831294,0.1,218.93758173236773,0.029062501232623286
47,26217.56226032318,0.44322987515576706,19.0368,1751.734837601622,60.85676309825152,132.99946695720863,0.1,3987.167956820012,126.33267676091549,335.0328879112858,0.1,218.64914201990877,0.02633756740476021
48,26132.3265465191,0.5155815422384377,19.0624,1853.4626604036455,62.598883323990016,132.83728934214568,0.1,3671.8608379964903,121.23458762774995,334.60915208223145,0.1,218.36108231286977,0.030842581165669528
49,26047.505827710233,0.4405285709289105,19.088,1641.7649556045317,58.91557980475853,132.6753253882746,0.1,3759.819928357351,122.67807585638913,334.1859745047104,0.1,218.0734021106121,0.027043161993707633
50,25963.09741408889,0.48788250958832186,19.113599999999998,1745.7556236655978,60.7528128215558,132.5135748141071,0.1,3640.3833236910828,120.71381934129022,333.7633544432532,0.1,217.7861009131565,0.02970117339093439
51,25879.098637335814,0.492297790144867,19.139200000000002,1722.8853047826376,60.35355394937478,132.3520373385256,0.1,3564.176974939373,119.4436491310927,333.3412911633591,0.1,217.49917822118226,0.03024422639785695
52,25795.506851454662,0.3647412996224259,19.1648,1241.5090045707402,51.23297819930921,132.1907126807831,0.1,3374.303616906552,116.21856578998593,332.9197839314955,0.1,217.21263353602683,0.02506600881111748
53,25712.319431311636,0.5332746479067986,19.1904,1193.865995354942,50.24032691392318,132.02960056050225,0.1,2323.6611701505076,96.44280502935618,332.4988320150956,0.1,216.9264663596843,0.041377402797204275
54,25629.53377305273,0.5156368968689322,19.216,1703.9218454288366,60.02048506448609,131.86870069767528,0.1,3380.838432807277,116.33104819667946,332.07843468255834,0.1,216.64067619480514,0.032230850079783095
55,25547.14729347786,0.47969749263515643,19.2416,1590.229463528686,57.9835182435092,131.70801281266318,0.1,3372.161143559363,116.1816641438093,331.65859120324615,0.1,216.35526254469485,0.030559554060777653
56,25465.157430458108,0.47067603890557325,19.267200000000003,1550.2843143391663,57.25063946426394,131.54753662619535,0.1,3345.4925460559084,115.72134327744288,331.2393008474838,0.1,216.07022491331324,0.030259070143151545
