14177.4838960000000 0.40272000000000000 0.029631
14143.5676180000000 0.38257000000000000 0.028729
14109.7729010000000 0.36867500000000000 0.028274
14076.0991640000000 0.38512900000000000 0.029003
14042.5458310000000 0.37038800000000000 0.027758
14009.1123280000000 0.36163800000000000 0.026998
13975.7980850000000 0.38938800000000000 0.027883
13942.6025350000000 0.38136700000000000 0.027491
13909.5251170000000 0.37240200000000000 0.027533
13876.5652690000000 0.38004900000000000 0.028355
13843.7224350000000 0.38980000000000000 0.028356
13810.9960620000000 0.38003700000000000 0.028036
13778.3856000000000 0.40226600000000000 0.028010
13745.8905020000000 0.35067100000000000 0.026526
13713.5102240000000 0.42176400000000000 0.030104
13681.2442270000000 0.43645900000000000 0.031232
13649.0919730000000 0.37764600000000000 0.028957
13617.0529280000000 0.37281300000000000 0.026678
13585.1265620000000 0.35644100000000000 0.027026
13553.3123460000000 0.38890900000000000 0.027883
13521.6097560000000 0.39019400000000000 0.028772
13490.0182700000000 0.36223800000000000 0.028182
13458.5373700000000 0.33501100000000000 0.026574
13427.1665400000000 0.36441800000000000 0.027632
13395.9052680000000 0.43163300000000000 0.030803
13364.7530430000000 0.37224600000000000 0.027125
13333.7093610000000 0.37330000000000000 0.027071
13302.7737160000000 0.33990300000000000 0.025627
13271.9456080000000 0.36289000000000000 0.027165
13241.2245390000000 0.36090500000000000 0.026678
13210.6100140000000 0.33431100000000000 0.024829
13180.1015420000000 0.40640600000000000 0.029283
13149.6986330000000 0.36038300000000000 0.026514
13119.4007990000000 0.34966800000000000 0.025810
13089.2075590000000 0.38284100000000000 0.027297
13059.1184300000000 0.37173800000000000 0.027703
13029.1329360000000 0.39197600000000000 0.027918
12999.2505990000000 0.34256400000000000 0.025544
12969.4709490000000 0.33322000000000000 0.026051
12939.7935140000000 0.36024000000000000 0.026191
12910.2178270000000 0.39860200000000000 0.029219
12880.7434250000000 0.37915000000000000 0.027925
12851.3698440000000 0.38564700000000000 0.028726
12822.0966260000000 0.36819200000000000 0.028206
12792.9233140000000 0.36643500000000000 0.028984
12763.8494540000000 0.31418000000000000 0.033101
12734.8745940000000 0.36126900000000000 0.028687
12705.9982860000000 0.38708400000000000 0.030009
12677.2200820000000 0.37901500000000000 0.029736
12648.5395400000000 0.39842700000000000 0.029295
12619.9562170000000 0.41152700000000000 0.029562
12591.4696750000000 0.37066400000000000 0.027646
12563.0794770000000 0.36203700000000000 0.027254
12534.7851890000000 0.37160100000000000 0.027704
12506.5863800000000 0.35789300000000000 0.027030
12478.4826210000000 0.39249200000000000 0.028681
12450.4734840000000 0.35232100000000000 0.026766
12422.5585470000000 0.37817500000000000 0.028010
12394.7373850000000 0.41056300000000000 0.029565
12367.0095810000000 0.36965100000000000 0.027614
12339.3747170000000 0.38302000000000000 0.028250
12311.8323780000000 0.34307800000000000 0.026338
12284.3821520000000 0.38444400000000000 0.028310
12257.0236270000000 0.34209500000000000 0.026286
12229.7563970000000 0.41338000000000000 0.029691
12202.5800550000000 0.36403400000000000 0.027340
12175.4941980000000 0.31133300000000000 0.024797
12148.4984240000000 0.39253500000000000 0.028678
12121.5923350000000 0.36822900000000000 0.027519
12094.7755340000000 0.34733500000000000 0.026514
12068.0476260000000 0.33369700000000000 0.025863
12041.4082180000000 0.38601000000000000 0.028360
12014.8569210000000 0.35986500000000000 0.027099
11988.3933460000000 0.38016500000000000 0.028064
11962.0171080000000 0.38157500000000000 0.028111
11935.7278210000000 0.35155000000000000 0.026671
11909.5251050000000 0.40170500000000000 0.029062
11883.4085810000000 0.37772200000000000 0.027938
11857.3778690000000 0.41621300000000000 0.029777
11831.4325950000000 0.39161500000000000 0.028621
11805.5723850000000 0.41049700000000000 0.029526
11779.7968680000000 0.37885400000000000 0.028032
11754.1056750000000 0.32435100000000000 0.025411
11728.4984370000000 0.36266400000000000 0.027264
11702.9747900000000 0.37714100000000000 0.027966
11677.5343700000000 0.36582100000000000 0.027421
11652.1768150000000 0.36981100000000000 0.027607
11626.9017670000000 0.40413600000000000 0.029255
11601.7088670000000 0.36568700000000000 0.027425
11576.5977600000000 0.39233600000000000 0.028698
11551.5680930000000 0.37192600000000000 0.027730
11526.6195130000000 0.33426200000000000 0.025908
11501.7516700000000 0.39185700000000000 0.028672
11476.9642170000000 0.39694300000000000 0.028915
11452.2568080000000 0.36522500000000000 0.027390
11427.6290980000000 0.33543600000000000 0.025934
11403.0807440000000 0.36025600000000000 0.027068
11378.6114070000000 0.37005100000000000 0.027512
11354.2207480000000 0.36613000000000000 0.027314
11329.9084280000000 0.41199200000000000 0.029471
11305.6741150000000 0.38917600000000000 0.028388
11281.5174730000000 0.38706900000000000 0.028281
11257.4381720000000 0.33637300000000000 0.025861
11233.4358810000000 0.36957100000000000 0.027463
11209.5102730000000 0.38583200000000000 0.028236
11185.6610210000000 0.36656600000000000 0.027320
11161.8878010000000 0.41207900000000000 0.029489
11138.1902900000000 0.38486100000000000 0.028192
11114.5681670000000 0.35841500000000000 0.026929
11091.0211120000000 0.37814400000000000 0.027878
11067.5488080000000 0.38022600000000000 0.027985
11044.1509380000000 0.35575400000000000 0.026826
11020.8271880000000 0.36363300000000000 0.027209
10997.5772450000000 0.34961100000000000 0.026552
10974.4007990000000 0.36637800000000000 0.027365
10951.2975400000000 0.43041800000000000 0.030412
10928.2671600000000 0.36809300000000000 0.027461
10905.3093520000000 0.41327200000000000 0.029623
10882.4238130000000 0.34479700000000000 0.026374
10859.6102390000000 0.40654100000000000 0.029337
10836.8683290000000 0.33733600000000000 0.026035
10814.1977830000000 0.38885700000000000 0.028511
10791.5983020000000 0.37113100000000000 0.027678
10769.0695900000000 0.39179100000000000 0.028675
10746.6113530000000 0.32688400000000000 0.025562
