tof,co,dco
2363.1648,12.430235063518165,0.1558684180082683
2310.7360000000003,12.626968460769968,0.15709704088286355
2258.3072,13.093640538424964,0.15997372731704404
2205.8784,13.464877021057514,0.16222569835486117
2153.4496000000004,13.599214723692212,0.16303294450962386
2101.0208000000002,14.539417317245718,0.1685745301235444
2048.592,15.170603490912907,0.17219474179480798
2009.2704,16.115633400516206,0.25099041945384587
1983.056,16.08167171619138,0.2507258144964474
1956.8416,16.790769309714015,0.25619388059568465
1930.6272000000001,17.006554816866434,0.2578348549134091
1904.4128,17.32799401555341,0.26026010416513434
1878.1984,18.19968180707038,0.2667260000763209
1851.9840000000002,18.82823113772088,0.27129276705944927
1825.7696,19.43553143556923,0.27563328734874243
1799.5552,19.537699422770928,0.2763568072182331
1773.3408000000002,20.81144206719861,0.2852229988896456
1747.1264,21.891699683095435,0.2925318754621402
1720.912,22.4429280695703,0.29619192438437475
1694.6976000000002,23.944144399030744,0.30593778361207874
1668.4832000000001,24.495305745964192,0.3094388845834949
1642.2688,25.17788499874402,0.31372062922669625
1616.0544000000002,26.190746884316052,0.31996862597270675
1589.8400000000001,27.772144576861947,0.329486908419995
1563.6256,29.395917592062347,0.33898225564508044
1550.1088,27.284792755246595,1.847433325370864
1549.2896,26.446275464197676,1.8188241095817017
1548.4704000000002,32.662571377141205,2.021313281705391
1547.6512000000002,28.805349308266898,1.8982133210853362
1546.832,32.3050425848106,2.010220061001315
1546.0128,29.73584531897072,1.9286285358630466
1545.1936,30.740947778319534,1.9609524839761379
1544.3744000000002,34.11428430211483,2.065744361518459
1543.5552000000002,28.61335619293154,1.8918767689861422
1542.736,28.067371784005275,1.873739954335255
1541.9168,29.950210486921826,1.9355677761219896
1541.0976,26.9411450178803,1.8357623922778719
1540.2784000000001,34.749446702379174,2.0848863729476235
1539.4592000000002,30.311827166727245,1.947217669453556
1538.6399999999999,29.164519259837896,1.9100109401270022
1537.8208,32.45801688901482,2.0149739447448227
1537.0016,31.284663084453395,1.9782181625466964
1536.1824000000001,28.49124118636958,1.887835412189739
1535.3632000000002,31.92149666515587,1.9982511265606366
1534.544,30.36578152768749,1.948949900482197
1533.7248000000002,30.17734592521142,1.942893361641353
1532.9056,30.709510572485712,1.959949544246406
1532.0864000000001,28.166450518792594,1.8770442223354113
1531.2672000000002,28.48899835212405,1.8877611054013796
1530.448,29.37477402437603,1.916883463962178
